Date,Organization,Latitude (bottom),Longitude (bottom),Latitude (top),Longitude (top),Elevation bottom (ft),Elevation top (ft),Stream,Location,Origin,Method,OrganismType,Species,Common Name,Count,Size Range (cm),Notes (during / post capture),~ Biomass (lbs),HSIBI Score,
12/23/2019,TBD,21.33389,-157.80151,21.33431,-157.802,497,512,Manoa,Lyon Arboretum,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,16,3 to 5,Removed from study site,NA,NA,
12/23/2019,TBD,21.33389,-157.80151,21.33431,-157.802,497,512,Manoa,Lyon Arboretum,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,37,4 to 6,Removed from study site,NA,NA,
12/23/2019,TBD,21.33389,-157.80151,21.33431,-157.802,497,512,Manoa,Lyon Arboretum,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,23,2,Removed from study site,NA,NA,
12/23/2019,TBD,21.33389,-157.80151,21.33431,-157.802,497,512,Manoa,Lyon Arboretum,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,192,NA,SUMMARY,0.3,38.20,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,5,"15, 20, 12, 15, 18",Returned live to capture location,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,3,"8, 11, 10",Returned live to capture location,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,7,"12, 10, 9, 8, 7, 15, 14",Returned live to capture location,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,17,14 to 30,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,26,4 to 6,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,34,4 to 10,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,105,2 to 8,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,60,2 to 4,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,10,3 to 5,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Invertebrate,Tarebia granifera,Quilted Melania,25,1 to 2,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,1,5,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,Non-native,paepae,Invertebrate,Corbicula fluminea,Asiatic Clam,1,1,Removed from study site,NA,NA,
12/30/2019,NREM Hydrology Lab,21.29637,-157.83667,21.2971,-157.83662,22,25,Makiki,Washington Middle School,NA,paepae,TOTAL NATIVES,15,TOTAL NON-NATIVES,279,NA,SUMMARY,5.5,38.20,
1/14/2020,Myron B Thompson Academy,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,39,2 to 8,Removed from study site,NA,NA,
1/14/2020,Myron B Thompson Academy,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,141,5 to 21,Removed from study site,NA,NA,
1/14/2020,Myron B Thompson Academy,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,67,2 to 7,Removed from study site,NA,NA,
1/14/2020,Myron B Thompson Academy,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,2,Removed from study site,NA,NA,
1/14/2020,Myron B Thompson Academy,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,248,NA,SUMMARY,18,27.30,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,6,8 to 20,Removed from study site,NA,NA,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,5,3 to 6,Removed from study site,NA,NA,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,2,13 and 22,Removed from study site,NA,NA,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,1,5,Removed from study site,NA,NA,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,7,4 to 8,Removed from study site,NA,NA,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,2,2,Removed from study site,NA,NA,
1/21/2020,Hahaione  Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,23,NA,SUMMARY,1.5,27.30,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,4,"14, 14, 15, 8",Removed from study site,NA,NA,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,322,2 to 5,Removed from study site,NA,NA,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,1,2,Removed from study site,NA,NA,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Oreochromis mossambicus,Mozambique Tilapia,10,3 to 12,Removed from study site,NA,NA,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,38,3 to 9,Removed from study site,NA,NA,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,23,4 to 8,Removed from study site,NA,NA,
1/24/2020,Blanche Pope Elementary,21.28810,-157.80568,21.28901,-157.80470,111,115,Palolo,Saint Louis Field,NA,paepae,TOTAL NATIVES,4,TOTAL NON-NATIVES,394,NA,SUMMARY,2.00,38.20,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,8,Returned live to capture location,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,2,"3,5",Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,16,2 to 3,Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,94,2 to 12,Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,14,2 to 9,Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,2,1 to 2,Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,20,3 to 13,Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,Non-native,paepae,Invertebrate,Tarebia granifera,Quilted Melania,2,1 to 2,Removed from study site,NA,NA,
1/29/2020,Hanahauoli School,21.30821,-157.83070,21.30935,-157.83057,144,165,Makiki,Baker Park,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,150,NA,SUMMARY,1.3,38.20,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,18,2 to 6,Removed from study site,NA,NA,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,56,3 to 7,Removed from study site,NA,NA,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,50,2 to 7,Removed from study site,NA,NA,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,2,"3, 5",Removed from study site,NA,NA,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,5,2,Removed from study site,NA,NA,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,2,"3,5",Removed from study site,NA,NA,
2/3/2020,Aiea Elementary,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,133,NA,SUMMARY,0.5,27.30,
2/7/2020,AliIolani Elementary,21.3005,-157.79218,21.30094,-157.79126,268,280,Palolo,Palolo Elementary,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,2,"5,10",Returned live to capture location,NA,NA,
2/7/2020,AliIolani Elementary,21.3005,-157.79218,21.30094,-157.79126,268,280,Palolo,Palolo Elementary,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,35,2 to 3,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.3005,-157.79218,21.30094,-157.79126,268,280,Palolo,Palolo Elementary,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,38,2 to 5,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.3005,-157.79218,21.30094,-157.79126,268,280,Palolo,Palolo Elementary,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,36,2 to 5,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.3005,-157.79218,21.30094,-157.79126,268,280,Palolo,Palolo Elementary,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,2,1 to 2,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.3005,-157.79218,21.30094,-157.79126,268,280,Palolo,Palolo Elementary,NA,paepae,TOTAL NATIVES,2,TOTAL NON-NATIVES,111,NA,SUMMARY,0.2,38.20,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,1,8,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,66,2 to 3,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,5,2 to 5,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,1,4,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,21,3 to 7,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,2,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,3,2,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,3,4 to 8,Removed from study site,NA,NA,
2/7/2020,AliIolani Elementary,21.30460,-157.79045,21.30500,-157.78978,309,333,Palolo,Anuenue School,NA,paepae,TOTAL NATIVES,1,TOTAL NON-NATIVES,100,NA,SUMMARY,0.1,38.20,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,14,5 to 11,Returned live to capture location,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Eleotris sandwicensis,Oopu Akupa,17,6 to 17,Returned live to capture location,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,45,3 to 10,Returned live to capture location,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,2,"20, 21",Returned live to capture location,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Invertebrate,Macrobrachium grandimanus,Opae Oehaa,1,6,Returned live to capture location,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,5,3 to 12,Removed from study site,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,12,3 to 6,Removed from study site,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,90,18 to 30,Removed from study site,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,1,10,Removed from study site,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,1,6,Removed from study site,NA,NA,
2/13/2020,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,79,TOTAL NON-NATIVES,109,NA,SUMMARY,30,49.10,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,2,8 and 12,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,11,4 to 10,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,14,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,3 and 7,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Gambusia affinis,Mosquitofish,3,4 to 5,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,1,5,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,6,3 to 7,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,31,2,Removed from study site,NA,NA,
2/24/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,57,NA,SUMMARY,0.3,27.30,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Native,paepae,Vertebrate,Awaous stamineus,Oopu Nakea,5,"5, 5, 8, 9, 13",Returned live to capture location,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,50,5 to 12,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,12,3 to 11,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,4,3 to 9,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,8,2 to 3,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Gambusia affinis,Mosquitofish,2,2 to 4,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,3,5 to 6,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,5,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,1,2,Removed from study site,NA,NA,
2/25/2020,Noelani Elementary ,21.30793,-157.80914,21.30862,-157.80945,161,168,Manoa,Noelani Elementary,NA,paepae,TOTAL NATIVES,5,TOTAL NON-NATIVES,81,NA,SUMMARY,3.50,38.20,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,18,2 to 6,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,57,3 to 8,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,85,2 to 7,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,2,2,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,3,2,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,4,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,2,1,Removed from study site,NA,NA,
2/27/2020,Kamehameha Schools,21.30973,-157.80943,21.3109,-157.80879,168,172,Manoa,Manoa Marketplace,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,168,NA,SUMMARY,0.5,27.30,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,12,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,8,7 to 11,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,6,7 to 16,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,7,4 to 12,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,3,4 to 7,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Invertebrate,Corbicula fluminea,asiatic Clam,1,0.5 to 1,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,2,2,Removed from study site,NA,NA,
2/28/2020,Hokulani Elementary,21.29271,-157.8134,21.2933,-157.81248,45,48,Manoa,KanewaiField,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,28,NA,SUMMARY,0.5,27.30,
9/11/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,Opae / A-Frame Net,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,9,,Removed from study site,NA,NA,
9/11/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,Opae / A-Frame Net,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,12,,Removed from study site,NA,NA,
9/11/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,Opae / A-Frame Net,Vertebrate,Gambusia affinis,Mosquitofish,4,,Removed from study site,NA,NA,
9/11/2020,Haleiwa Elementary,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,Opae / A-Frame Net,Vertebrate,Procambarus clarkii,Swamp Crayfish,4,,Removed from study site,NA,NA,
