Date,Organization,Latitude (bottom),Longitude (bottom),Latitude (top),Longitude (top),Elevation bottom (ft),Elevation top (ft),Stream,Location,Origin,Method,OrganismType,Species,Common Name,Count,Size Range (cm),Notes (during / post capture),~ Biomass (lbs),HSIBI Score,
5/5/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Vertebrate,Poecilia reticulata,Rainbow Guppy,23,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,7,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Vertebrate,Xiphophorus helleri,Green Swordtail,2,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,17,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Invertebrate,Procambarus clarkii,Swamp Crayfish,3,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),NA,Opae / A-Frame Net,NA,NA,NA,52,NA,Summary,0.10,NA,
5/5/2015,Iolani School ,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,Opae / A-Frame Net,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,87,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,Opae / A-Frame Net,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,42,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,Non-native,Opae / A-Frame Net,Vertebrate,Poecilia sphenops,Mexican Molly,27,NA,Removed from study site,NA,NA,
5/5/2015,Iolani School ,21.30973,-157.80943,21.31090,-157.80879,168,172,Manoa,Manoa Marketplace,NA,Opae / A-Frame Net,NA,NA,NA,156,NA,Summary,1.90,NA,
9/22/2015,Iolani School ,21.28555,-157.82913,21.28441,-157.82800,12,12,NA,Ala Wai Canal,Native,Plankton Tow,Invertebrate,Palaemon debilis,Opae huna,1,NA,Returned live to capture location,NA,NA,
9/22/2015,Iolani School ,21.28555,-157.82913,21.28441,-157.82800,12,12,NA,Ala Wai Canal,Native,Hester Dendy Plates,Invertebrate,Palaemon pacificus,Tiger Shrimp,1,NA,Returned live to capture location,NA,NA,
9/22/2015,Iolani School ,21.28555,-157.82913,21.28441,-157.82800,12,12,NA,Ala Wai Canal,Native,Crab Trap,Invertebrate,Thalamita crenata,Blue Pincher Crab,1,NA,Returned live to capture location,NA,NA,
9/22/2015,Iolani School ,21.28555,-157.82913,21.28441,-157.82800,12,12,NA,Ala Wai Canal,Non-native,Crab Trap,Invertebrate,Scylla serrata,Samoan Crab,1,NA,Returned live to capture location,NA,NA,
9/22/2015,Iolani School ,21.28555,-157.82913,21.28441,-157.82800,12,12,NA,Ala Wai Canal,Non-native,Crab Trap,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,7,NA,Removed from study site,NA,NA,
10/6/2015,Iolani School ,21.28555,-157.82913,21.28441,-157.82800,12,12,NA,Ala Wai Canal,Native,Hester Dendy Plates,Invertebrate,Neritina vespertina,Hapawai,1,NA,Returned live to capture location,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,3,NA,Returned live to capture location,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Eleotris sandwicensis,Oopu Akupa,4,NA,Returned live to capture location,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Invertebrate,Macrobrachium grandimanus,Opae Oehaa,3,NA,Returned live to capture location,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Invertebrate,Neritina vespertina,Hapawai,4,NA,Returned live to capture location,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,2,NA,Returned live to capture location,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,1,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,1,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Poecilia sphenops,Mexican Molly,4,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,1,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,12,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Gambusia affinis,Mosquitofish,5,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,Opae / A-Frame Net,NA,NA,NA,40,NA,Summary,0.20,NA,
11/6/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,4,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Vertebrate,Xiphophorus helleri,Green Swordtail,1,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Vertebrate,Poecilia reticulata,Rainbow Guppy,19,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,Opae / A-Frame Net,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,5,NA,Removed from study site,NA,NA,
11/6/2015,Iolani School ,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),NA,Opae / A-Frame Net,NA,NA,NA,30,NA,Summary,0.10,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,2,6 to 7,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Eleotris sandwicensis,Oopu Akupa,2,8 to 9,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Awaous stamineus,Oopu Nakea,1,11,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Macrobrachium grandimanus,Opae Oehaa,1,5,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Invertebrate,Neritina granosa,Hihiwai,1,0.5,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Invertebrate,Neritina vespertina,Hapawai,3,1,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,2,3 to 4,Returned live to capture location,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,32,6 to 25,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,6,4 to 8,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Poecilia sphenops,Mexican Molly,4,2 to 6,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Gambusia affinis,Mosquitofish,1,4,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Andinoacara rivulatus,Green Terror Cichlid,1,11,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Corydoras aeneus,Bronze Catfish,2,4 to 5,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Invertebrate,Procambarus clarkii,Swamp Crayfish,2,5 to 6,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Hand net,Invertebrate,Corbicula fluminea,Asiatic Clam,2,1 to 2,Removed from study site,NA,NA,
12/9/2015,Iolani School ,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,Opae / A-Frame Net,NA,NA,NA,62,NA,Summary,2.70,NA,
1/6/2016,Hawaii Nature  Center,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-Native,Paepae,Vertebrate,Poecilia reticulata,Guppy / Rainbow fish,10,1 to 2,Removed from study site,NA,NA,
1/6/2016,Hawaii Nature  Center,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-Native,Paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,3,4 to 6,Removed from study site,NA,NA,
1/6/2016,Hawaii Nature  Center,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-Native,Paepae,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,2,2,Removed from study site,NA,NA,
1/6/2016,Hawaii Nature  Center,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-Native,Paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,471,1 to 2,Removed from study site,NA,NA,
1/6/2016,Hawaii Nature  Center,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,Non-Native,Paepae,Invertebrate,Macrobrachium lar,Tahitian Prawn,4,9 to 12,Removed from study site,NA,NA,
1/6/2016,Hawaii Nature  Center,21.31774,-157.82713,21.31819,-157.82698,380,410,Makiki,Kanealole,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,490,NA,SUMMARY,0.20,27.27,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,Native,Opae / A-Frame Net,Vertebrate,Awaous stamineus,Oopu Nakea,2,10 to 11,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,Native,Opae / A-Frame Net,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,1,6,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,Opae / A-Frame Net,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,2,5 to 6,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,Opae / A-Frame Net,Invertebrate,Corbicula fluminea,Asiatic Clam,1,1,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,Opae / A-Frame Net,Invertebrate,Melanoides tuberculata,Malaysian Trumpet Snail,1,2,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,Non-native,Opae / A-Frame Net,Invertebrate,Procambarus clarkii,Swamp Crayfish,1,5,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.29038,-157.81503,21.29086,-157.81474,35,40,Manoa-Palolo,Manoa-Palolo Confluence,NA,Opae / A-Frame Net,TOTAL NATIVES,3,TOTAL NON-NATIVES,5,NA,SUMMARY,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Gambusia affinis,Mosquitofish,2,4 to 5,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Poecilia sphenops,Mexican Molly,4,4 to 6,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,1,4,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,Opae / A-Frame Net,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,85,7 to 25,Removed from study site,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,17,4 to 11,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Stenogobius hawaiiensis,Oopu Naniha,1,6,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Vertebrate,Eleotris sandwicensis,Oopu Akupa,2,7 to 8,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Invertebrate,Macrobrachium grandimanus,Opae Oehaa,2,4 to 5,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,Opae / A-Frame Net,Invertebrate,Neritina vespertina,Hapawai,2,1,Returned live to capture location,NA,NA,
1/27/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,Opae / A-Frame Net,TOTAL NATIVES,24,TOTAL NON-NATIVES,92,NA,SUMMARY,11.60,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,296,8 to 24,Removed from study site,NA,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,3 to 4,Removed from study site,NA,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,3,2 to 6,Removed from study site,NA,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,3,3 to 5,Returned live to capture location,NA,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Mugil cephalus,Amaama / Striped Mullet,1,4,Returned live to capture location,NA,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,1,6,Removed from study site,NA,NA,
2/3/2016,Kaimuki  High School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,4,TOTAL NON-NATIVES,302,NA,SUMMARY,40.50,30.91,
2/12/2016,Seeqs,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,5,7 to 12,Removed from study site,NA,NA,
2/12/2016,Seeqs,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,11,4 to 7,Removed from study site,NA,NA,
2/12/2016,Seeqs,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,2 to 3,Removed from study site,NA,NA,
2/12/2016,Seeqs,21.29271,-157.81340,21.29330,-157.81248,45,48,Manoa,KanewaiField,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,18,NA,SUMMARY,0.10,27.27,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,204,8 to 25,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Kuhlia xenura,Aholehole / Hawaiian Flagtail,3,3 to 4,Returned live to capture location,NA,NA,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,2,3 to 4,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Caranx sexfasciatus,Menpachi Papio,1,8,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Native,paepae,Vertebrate,Mugil cephalus,Amaama / Striped Mullet,1,5,Returned live to capture location,NA,NA,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,Non-native,paepae,Vertebrate,Sarotherodon melanotheron,Black Chin Tilapia,26,2 to 6,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.28639,-157.81888,21.28728,-157.81799,18,19,Manoa-Palolo,Kaimuki  High School,NA,paepae,TOTAL NATIVES,5,TOTAL NON-NATIVES,232,NA,SUMMARY,27.90,38.20,
2/17/2016,Iolani School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,51,1 to 3,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,13,2 to 4,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,10,1 to 2,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),Non-native,paepae,Vertebrate,Xiphophorus helleri,Green Swordtail,1,4,Removed from study site,NA,NA,
2/17/2016,Iolani School,21.32792,-157.79959,21.32748,-157.79980,332,335,Manoa,Waiakeakua (USGS Gage),NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,75,NA,SUMMARY,0.01,27.27,
3/1/2016,UHOceanography,21.28831,-157.80899,21.28798,-157.80803,94,98,Palolo,Chaminade,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,38,2 to 5,Removed from study site,NA,NA,
3/1/2016,UHOceanography,21.28831,-157.80899,21.28798,-157.80803,94,98,Palolo,Chaminade,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,38,2 to 4,Removed from study site,NA,NA,
3/1/2016,UHOceanography,21.28831,-157.80899,21.28798,-157.80803,94,98,Palolo,Chaminade,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,1,14,Removed from study site,NA,NA,
3/1/2016,UHOceanography,21.28831,-157.80899,21.28798,-157.80803,94,98,Palolo,Chaminade,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,150,2 to 4,Removed from study site,NA,NA,
3/1/2016,UHOceanography,21.28831,-157.80899,21.28798,-157.80803,94,98,Palolo,Chaminade,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,270,1 to 2,Removed from study site,NA,NA,
3/1/2016,UHOceanography,21.28831,-157.80899,21.28798,-157.80803,94,98,Palolo,Chaminade,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,497,NA,SUMMARY,0.40,27.27,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Poecilia sphenops,Mexican Molly,14,2 to 4,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Amatitlania nigrofasciata,Convict Cichlid,2,4 to 5,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,31,4 to 6,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Poecilia reticulata,Rainbow Guppy,16,2 to 5,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Bufo marinus,Cane Toad (Tadpoles),45,2,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Vertebrate,Pelodiscus sinensis,Softshell Turtle,1,7,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Invertebrate,Neocaridina denticulata sinensis,Japanese Swamp Shrimp,5,2 to 3,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,Non-native,paepae,Invertebrate,Procambarus clarkii,Swamp Crayfish,3,4 to 7,Removed from study site,NA,NA,
3/3/2016,Pauoa Elementary,21.31790,-157.84389,21.31827,-157.84309,149,153,Pauoa,Pauoa Elementary,NA,paepae,TOTAL NATIVES,0,TOTAL NON-NATIVES,117,NA,SUMMARY,0.20,27.27,
3/31/2016,Mid-Pacific Institute,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Hypostomus watwata,Suckermouth Catfish / Plecostomus,19,3 to 25,Removed from study site,NA,NA,
3/31/2016,Mid-Pacific Institute,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Ancistrus temminckii,Bristlenose / Bushynose Plecostomus,8,5 to 8,Removed from study site,NA,NA,
3/31/2016,Mid-Pacific Institute,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Micropterus dolomieu,Smallmouth Bass,1,10,Removed from study site,NA,NA,
3/31/2016,Mid-Pacific Institute,21.31161,-157.80812,21.31353,-157.80647,175,179,Manoa,Manoa Valley District Park,Non-native,paepae,Vertebrate,Gambusia affinis,Mosquitofish,1,4,Removed from study site,NA,NA,
